PC1_loading,PC2_loading,Ensembl_ID_versioned,Ensembl_ID,gene_symbol
0.022793460240503233,0.019735445272025483,ENSG00000211673.2,ENSG00000211673,IGLV3-1
-0.016838638143420254,0.00368462696419561,ENSG00000211452.11,ENSG00000211452,DIO1
-0.0034345348607846796,0.008310490501744481,ENSG00000197888.2,ENSG00000197888,UGT2B17
-0.0001759385910879837,0.007129053217158287,ENSG00000286619.1,ENSG00000286619,AC119673.2
0.0209697154228914,0.021614032610605884,ENSG00000211947.2,ENSG00000211947,IGHV3-21
0.01273049636977084,0.009916418898351416,ENSG00000100170.10,ENSG00000100170,SLC5A1
0.01587837084329897,-0.008495208838130767,ENSG00000107807.13,ENSG00000107807,TLX1
-0.013950092624309886,0.0029455039765122156,ENSG00000240521.1,ENSG00000240521,AC092979.1
0.02201965349281361,0.01934852421565973,ENSG00000211640.4,ENSG00000211640,IGLV6-57
-0.014693502246563312,0.019193096641471927,ENSG00000178965.14,ENSG00000178965,ERICH3
-0.02728571376758593,0.021404170955663163,ENSG00000175356.14,ENSG00000175356,SCUBE2
-0.021480242579024422,0.012963008488487164,ENSG00000166959.8,ENSG00000166959,MS4A8
-0.013537339293912296,0.00999718824207183,ENSG00000265766.3,ENSG00000265766,CXADRP3
0.016349044551082083,0.02362112718328753,ENSG00000211898.7,ENSG00000211898,IGHD
0.020641915939415997,0.0012405334577816514,ENSG00000148346.12,ENSG00000148346,LCN2
0.021543258031284228,0.019824377523983427,ENSG00000280411.1,ENSG00000280411,IGHV1-69D
0.015042345128366887,0.013997494683748226,ENSG00000106278.12,ENSG00000106278,PTPRZ1
0.0011960177146439672,0.00308534616804431,ENSG00000137648.19,ENSG00000137648,TMPRSS4
-0.0007183968184718801,0.003428301451889661,ENSG00000181449.4,ENSG00000181449,SOX2
0.015329521143268026,0.022680426629463523,ENSG00000282639.1,ENSG00000282639,IGHV3-64D
0.021525578025690613,0.02366460769915827,ENSG00000211966.2,ENSG00000211966,IGHV5-51
-0.01654145361071066,0.018210908513602433,ENSG00000188175.10,ENSG00000188175,HEPACAM2
0.02160496656090484,0.0028760704019735735,ENSG00000072041.17,ENSG00000072041,SLC6A15
0.020889082322101727,0.022145967829014773,ENSG00000211964.3,ENSG00000211964,IGHV3-48
0.02096277718516518,0.020498291977912565,ENSG00000211663.2,ENSG00000211663,IGLV3-19
-0.011262235374400298,-0.00022668780153571252,ENSG00000105048.17,ENSG00000105048,TNNT1
-0.007262404451597982,0.012359301175964343,ENSG00000229453.2,ENSG00000229453,SPINK8
0.019531922720140704,0.021488275964645347,ENSG00000211951.2,ENSG00000211951,IGHV2-26
-0.0147432642984309,0.008001519032656338,ENSG00000186086.18,ENSG00000186086,NBPF6
-0.026255444350902525,0.021337924896430743,ENSG00000259459.6,ENSG00000259459,LINC02568
0.022096112073106435,0.008453064264250607,ENSG00000206075.14,ENSG00000206075,SERPINB5
-0.01720659243487696,0.011533589268597403,ENSG00000233622.3,ENSG00000233622,CYP2T1P
0.022373916786748382,0.01912642124717874,ENSG00000211662.2,ENSG00000211662,IGLV3-21
0.014841059310381105,0.013454474346178169,ENSG00000253998.3,ENSG00000253998,IGKV2-29
-0.006736714518025484,0.010362381619563635,ENSG00000135226.18,ENSG00000135226,UGT2B28
0.0270935683760403,0.00307249908068561,ENSG00000137440.5,ENSG00000137440,FGFBP1
-0.00474275256656488,0.001073467869117192,ENSG00000136574.18,ENSG00000136574,GATA4
0.026548635955626877,-0.0069196807865453125,ENSG00000258910.3,ENSG00000258910,LINC01956
0.01946631103991315,0.01952655450566377,ENSG00000274576.2,ENSG00000274576,IGHV2-70
